,source,polarity,subjectivity,(ukraine:length)*100,(war:length)*100,(russia:length)*100,(putin:length)*100,(zelensky:length)*100,link
149,Aljazeera,0.03494,0.24669,0.2207,0.1324,0.3752,0.0,0.0221,https://www.aljazeera.com/news/2023/1/28/russia-14-civilians-killed-in-deliberate-hospital-attack
150,Aljazeera,0.01331,0.236,0.2889,0.1238,0.454,0.0,0.0413,https://www.aljazeera.com/news/2023/1/28/russia-ukraine-war-list-of-key-events-day-339
151,Aljazeera,-0.01577,0.39312,0.1196,0.0718,0.3589,0.0,0.1435,https://www.aljazeera.com/news/2023/1/28/zelenskyy-says-olympics-chief-should-visit-ukraine-front-line
152,Aljazeera,0.01984,0.38667,0.3394,0.2037,0.3394,0.0,0.0,https://www.aljazeera.com/news/2023/1/28/north-korea-condemns-us-sending-battle-tanks-to-ukraine
153,Aljazeera,-0.04633,0.36821,0.1538,0.1026,0.2564,0.0513,0.0,https://www.aljazeera.com/news/2023/1/28/russias-megalomania-in-ukraine-war-cited-at-auschwitz-memorial
154,Aljazeera,-0.03142,0.23041,0.1532,0.1787,0.3829,0.0255,0.0255,https://www.aljazeera.com/news/2023/1/27/ukraine-warns-it-may-boycott-2024-olympics-if-russians-take-part
155,Aljazeera,0.07262,0.26786,0.2564,0.1923,0.3846,0.0,0.0,https://www.aljazeera.com/news/2023/1/27/russias-lavrov-meets-eritrean-president-in-surprise-visit
156,Aljazeera,0.02022,0.24205,0.2758,0.0306,0.3065,0.0,0.0,https://www.aljazeera.com/news/2023/1/27/russia-ukraine-war-list-of-key-events-day-338
157,Aljazeera,0.10196,0.34955,0.154,0.0,0.2695,0.0,0.0,https://www.aljazeera.com/news/2023/1/27/un-says-blasts-near-zaporizhzhia-plant-russia-dismisses-concerns
158,Aljazeera,0.05439,0.41088,0.2818,0.1761,0.4756,0.0528,0.0,https://www.aljazeera.com/news/2023/1/26/russia-nato-war-involvement-growing-with-arms-to-ukraine
159,Aljazeera,-0.04916,0.29394,0.204,0.136,0.442,0.136,0.0,https://www.aljazeera.com/news/2023/1/26/fresh-us-sanctions-target-russias-wagner-mercenary-group
160,Aljazeera,-0.01794,0.28136,0.1274,0.0425,0.5098,0.0212,0.0,https://www.aljazeera.com/news/2023/1/26/russia-labels-news-outlet-meduza-undesirable-organisation
161,Aljazeera,0.05226,0.36747,0.2645,0.0756,0.1889,0.0,0.0,https://www.aljazeera.com/news/2023/1/26/ukraine-rocked-by-rush-hour-missile-strike
162,Aljazeera,0.00194,0.38561,0.208,0.104,0.0446,0.0,0.0594,https://www.aljazeera.com/news/2023/1/26/ukraine-corruption-scandal-battle-tanks
163,Aljazeera,0.05278,0.37322,0.3078,0.1026,0.2394,0.0,0.0684,https://www.aljazeera.com/news/2023/1/26/russia-ukraine-war-list-of-key-events-day-337
164,Aljazeera,0.10264,0.30282,0.1313,0.0657,0.1751,0.0,0.0438,https://www.aljazeera.com/news/2023/1/26/unesco-designates-odesa-as-world-heritage-site-amid-war-threats
165,Aljazeera,0.05679,0.41127,0.2981,0.072,0.1851,0.0103,0.0,https://www.aljazeera.com/news/2023/1/25/germany-wavered-before-allowing-leopard-2-tanks-to-ukraine
166,Aljazeera,0.09846,0.39892,0.3691,0.1615,0.1615,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/ukraine-eyes-fighter-jets-after-securing-advanced-nato-tanks
167,Aljazeera,0.07936,0.29964,0.3038,0.1168,0.2804,0.0467,0.0,https://www.aljazeera.com/news/2023/1/25/us-will-send-dozens-of-abrams-tanks-to-ukraine-biden-announces
168,Aljazeera,0.05248,0.34659,0.2622,0.0477,0.3337,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/echr-says-it-can-hear-case-against-russia-over-mh17-downing
169,Aljazeera,0.08448,0.34198,0.3835,0.0,0.0605,0.0,0.0202,https://www.aljazeera.com/news/2023/1/25/which-countries-are-supplying-tanks-to-ukraine
170,Aljazeera,0.00345,0.43618,0.1921,0.1921,0.2882,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/russia-denounces-germany-over-dangerous-tanks-decision
171,Aljazeera,0.13194,0.36774,0.254,0.0726,0.254,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/abrams-vs-leopard-tanks-why-are-they-important-in-ukraine
172,Aljazeera,0.06277,0.31301,0.2326,0.1453,0.1744,0.0,0.0291,https://www.aljazeera.com/news/2023/1/25/germany-to-send-leopard-2-tanks-to-ukraine
173,Aljazeera,-0.0066,0.39899,0.0636,0.1527,0.2672,0.1145,0.0,https://www.aljazeera.com/news/2023/1/25/russian-saboteurs-seek-to-hamper-putins-war-machine
174,Aljazeera,0.07345,0.27885,0.1701,0.0425,0.1276,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/two-british-volunteers-confirmed-killed-in-evacuation-effort
175,Aljazeera,0.10321,0.29231,0.4627,0.1157,0.347,0.0578,0.0578,https://www.aljazeera.com/news/2023/1/25/russia-ukraine-war-list-of-key-events-day-336
176,Aljazeera,0.08228,0.34139,0.296,0.0493,0.1973,0.0,0.0493,https://www.aljazeera.com/news/2023/1/24/germany-clears-the-way-for-leopard-2-tank-deliveries-to-ukraine
177,Aljazeera,0.02324,0.3121,0.2215,0.1329,0.3545,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/while-ukraine-has-energy-reserves-russia-boasts-weapons-supply
178,Aljazeera,0.0945,0.41796,0.1195,0.1195,0.1195,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/as-pressure-mounts-germans-remain-conflicted-over-leopard-tanks
179,Aljazeera,0.04827,0.33874,0.1265,0.1582,0.2689,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/why-is-south-africa-neutral-in-ukraine-russia-war
180,Aljazeera,0.03085,0.28587,0.2004,0.1603,0.3206,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/russian-military-reforms-respond-to-western-involvement-general
181,Aljazeera,0.0451,0.21061,0.3132,0.0,0.3132,0.0,0.0783,https://www.aljazeera.com/news/2023/1/24/russia-ukraine-war-list-of-key-events-day-335
182,Aljazeera,0.0622,0.3247,0.1322,0.0331,0.0331,0.0,0.1653,https://www.aljazeera.com/news/2023/1/24/ukraines-zelenskyy-renews-war-on-corruption-amid-scandals
183,Aljazeera,0.10127,0.42432,0.3175,0.1954,0.0488,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/poland-urges-more-tanks-for-kyiv-will-seek-berlins-approval
184,Aljazeera,0.06303,0.29335,0.0597,0.0,0.2687,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/ex-fbi-agent-violated-sanctions-by-aiding-russian-oligarch-doj
185,Aljazeera,0.00464,0.35417,0.0333,0.0,0.2329,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/former-wagner-group-fighter-arrested-in-norway
186,Aljazeera,-0.00692,0.27655,0.17,0.034,0.4759,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/moscow-expels-estonian-envoy-downgrades-ties
187,Aljazeera,0.00729,0.24,0.1418,0.0567,0.4255,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/russias-lavrov-in-south-africa-for-talks-amid-western-rivalry
188,Aljazeera,-0.00655,0.22679,0.3329,0.0605,0.1816,0.0303,0.0605,https://www.aljazeera.com/news/2023/1/23/russia-ukraine-war-list-of-key-events-day-334
189,Aljazeera,0.05108,0.39964,0.3275,0.131,0.0655,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/germany-would-not-block-poland-sending-tanks-to-ukraine
190,Aljazeera,0.08478,0.34912,0.2377,0.1056,0.2377,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/russia-advances-towards-two-towns-in-zaporizhzhia-region
191,Aljazeera,-0.03468,0.21703,0.136,0.102,0.068,0.034,0.0,https://www.aljazeera.com/news/2023/1/22/france-germany-renew-alliance-strained-amid-war-in-ukraine
192,Aljazeera,-0.02196,0.34279,0.0171,0.0171,0.0171,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/timeline-political-tensions-between-sweden-and-turkey
193,Aljazeera,-0.02172,0.21898,0.2144,0.0429,0.2573,0.0,0.0858,https://www.aljazeera.com/news/2023/1/22/russia-ukraine-war-list-of-key-events-day-333
194,Aljazeera,0.05873,0.32794,0.3449,0.0363,0.1815,0.0182,0.0182,https://www.aljazeera.com/news/2023/1/21/indecision-is-killing-more-of-our-people-ukraine-says
195,Aljazeera,0.04553,0.33627,0.2679,0.2233,0.2233,0.0,0.0,https://www.aljazeera.com/news/2023/1/21/what-is-stopping-the-supply-of-german-made-leopard-2-tanks
196,Aljazeera,-0.05687,0.45589,0.4685,0.0521,0.3644,0.0,0.0521,https://www.aljazeera.com/news/2023/1/21/russia-ukraine-war-list-of-key-events-day-332
197,Aljazeera,0.05819,0.32297,0.05,0.0,0.225,0.075,0.0,https://www.aljazeera.com/news/2023/1/21/kremlin-silent-on-missile-systems-seen-on-moscow-rooftops
198,Aljazeera,0.01371,0.23858,0.1345,0.0384,0.3267,0.0769,0.0,https://www.aljazeera.com/news/2023/1/21/us-deems-russias-wagner-mercenaries-a-criminal-organisation
199,Aljazeera,0.07068,0.50042,0.418,0.1194,0.1393,0.0,0.0398,https://www.aljazeera.com/news/2023/1/20/no-leopard-tanks-for-ukraine-as-nato-allies-fail-to-agree
200,Aljazeera,0.04567,0.31887,0.1617,0.2611,0.2984,0.0746,0.0124,https://www.aljazeera.com/news/2023/1/20/russias-atrocities-in-ukraine-rehearsed-in-chechnya
201,Aljazeera,0.04126,0.38432,0.2854,0.1427,0.2854,0.0357,0.0714,https://www.aljazeera.com/news/2023/1/20/russia-claims-capture-of-village-near-ukraines-bakhmut
202,Aljazeera,0.0335,0.40967,0.1243,0.1243,0.373,0.0207,0.0414,https://www.aljazeera.com/news/2023/1/20/mapping-the-battle-for-bakhmut
